Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,288.0799865722656,292.4700012207031,285.8800048828125,289.9200134277344,289.0199890136719,1679300
2020-05-01,287.9599914550781,292.32000732421875,285.1700134277344,286.760009765625,285.8697814941406,584100
2020-05-04,290.7699890136719,293.3599853515625,278.1199951171875,288.5,287.6043701171875,797600
2020-05-05,285.0400085449219,297.95001220703125,285.0400085449219,294.510009765625,293.5957336425781,730900
2020-05-06,295.95001220703125,300.0199890136719,285.2200012207031,288.3500061035156,287.454833984375,818900
2020-05-07,290.5899963378906,292.95001220703125,284.5199890136719,286.1300048828125,285.2417297363281,874600
2020-05-08,291.1199951171875,294.42999267578125,289.0899963378906,291.8599853515625,290.95391845703125,708500
2020-05-11,289.79998779296875,300.75,288.9599914550781,296.55999755859375,295.6393737792969,1005600
2020-05-12,296.55999755859375,298.8299865722656,288.79998779296875,289.1700134277344,288.2723083496094,666000
2020-05-13,288.7300109863281,294.25,283.2900085449219,284.0899963378906,283.20806884765625,789400
2020-05-14,278.8599853515625,285.1400146484375,278.8599853515625,282.92999267578125,282.0516662597656,682000
2020-05-15,282.2900085449219,285.44000244140625,276.3599853515625,284.1000061035156,283.2180480957031,596300
2020-05-18,292.1099853515625,292.67999267578125,284.4599914550781,289.3299865722656,288.4317626953125,847300
2020-05-19,285.1400146484375,293.3299865722656,284.04998779296875,284.29998779296875,283.4173889160156,473500
2020-05-20,286.8900146484375,290.3500061035156,279.0,283.75,282.869140625,505400
2020-05-21,280.7099914550781,284.3299865722656,279.489990234375,281.2900085449219,280.416748046875,495500
2020-05-22,282.25,290.5899963378906,279.5199890136719,289.9599914550781,289.0598449707031,858600
2020-05-26,293.6199951171875,296.6000061035156,285.8299865722656,293.489990234375,292.5788879394531,771600
2020-05-27,293.0199890136719,303.0,289.95001220703125,302.8900146484375,302.42889404296875,639400
2020-05-28,304.0,313.4599914550781,303.80999755859375,310.69000244140625,310.2170104980469,564500
2020-05-29,310.80999755859375,315.010009765625,306.0199890136719,314.1300048828125,313.6517639160156,727300
2020-06-01,314.67999267578125,320.7699890136719,311.69000244140625,317.67999267578125,317.19635009765625,715700
2020-06-02,314.3500061035156,319.9800109863281,314.1499938964844,318.260009765625,317.7754821777344,609600
2020-06-03,312.3299865722656,323.0199890136719,312.3299865722656,314.95001220703125,314.47052001953125,606200
2020-06-04,312.19000244140625,314.989990234375,298.8500061035156,300.5899963378906,300.13238525390625,864100
2020-06-05,312.67999267578125,312.67999267578125,294.80999755859375,297.17999267578125,296.7275695800781,1385200
2020-06-08,295.5,298.75,293.19000244140625,294.6400146484375,294.1914367675781,1122800
2020-06-09,299.6300048828125,309.67999267578125,294.0799865722656,308.25,307.78070068359375,875200
2020-06-10,307.6600036621094,311.32000732421875,300.7900085449219,306.1199951171875,305.6539611816406,583500
2020-06-11,306.0899963378906,306.0899963378906,289.5299987792969,290.0,289.5585021972656,1060400
2020-06-12,294.95001220703125,298.9700012207031,292.4599914550781,297.3699951171875,296.9172668457031,596900
2020-06-15,293.7699890136719,299.7699890136719,289.6600036621094,299.3699951171875,298.9142150878906,582700
2020-06-16,305.45001220703125,305.45001220703125,294.8999938964844,302.0400085449219,301.5801696777344,690400
2020-06-17,305.6499938964844,306.7799987792969,297.3399963378906,297.8900146484375,297.4364929199219,773500
2020-06-18,298.17999267578125,299.7099914550781,288.6000061035156,289.2900085449219,288.8495788574219,792100
2020-06-19,292.010009765625,307.5299987792969,288.8699951171875,302.29998779296875,301.8397521972656,2357800
2020-06-22,300.8500061035156,302.92999267578125,291.1400146484375,297.1199951171875,296.66766357421875,844800
2020-06-23,297.95001220703125,299.45001220703125,292.010009765625,293.7799987792969,293.3327331542969,661600
2020-06-24,291.75,295.17999267578125,281.989990234375,287.7699890136719,287.3318786621094,1086500
2020-06-25,284.5899963378906,289.5199890136719,281.1499938964844,289.2900085449219,288.8495788574219,1002800
2020-06-26,291.3299865722656,295.94000244140625,285.95001220703125,294.19000244140625,293.74212646484375,4149300
2020-06-29,298.32000732421875,298.32000732421875,287.1400146484375,289.17999267578125,288.73974609375,632900
2020-06-30,289.67999267578125,299.70001220703125,289.55999755859375,297.9200134277344,297.4664611816406,772000
2020-07-01,297.7200012207031,303.29998779296875,291.0400085449219,301.3500061035156,300.8912353515625,623300
2020-07-02,304.1300048828125,307.70001220703125,300.0899963378906,300.5799865722656,300.12237548828125,594400
2020-07-06,304.5,309.989990234375,301.2099914550781,302.3900146484375,301.9296569824219,728600
2020-07-07,300.2300109863281,310.8599853515625,298.9100036621094,305.489990234375,305.02490234375,549200
2020-07-08,307.7300109863281,308.3299865722656,301.9800109863281,303.17999267578125,302.7184143066406,489700
2020-07-09,302.260009765625,308.1600036621094,300.1300048828125,307.7799987792969,307.3114318847656,380600
2020-07-10,308.9200134277344,309.8299865722656,301.7099914550781,304.4200134277344,303.95654296875,521500
2020-07-13,300.989990234375,304.2200012207031,289.0299987792969,291.7300109863281,291.285888671875,741300
2020-07-14,297.0199890136719,298.260009765625,291.42999267578125,297.1199951171875,296.66766357421875,712600
2020-07-15,297.9100036621094,298.25,288.9700012207031,292.9100036621094,292.4640808105469,745400
2020-07-16,292.5899963378906,293.239990234375,289.0400085449219,291.55999755859375,291.1161193847656,393300
2020-07-17,296.19000244140625,300.2300109863281,291.0400085449219,297.6400146484375,297.1868896484375,397500
2020-07-20,296.7799987792969,304.9800109863281,296.7799987792969,300.7799987792969,300.32208251953125,472800
2020-07-21,301.760009765625,303.4800109863281,295.5799865722656,296.8500061035156,296.3980712890625,480500
2020-07-22,297.1700134277344,299.5799865722656,295.2099914550781,298.20001220703125,297.74603271484375,319200
2020-07-23,298.67999267578125,302.3299865722656,294.19000244140625,298.67999267578125,298.22528076171875,537500
