Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,5.159999847412109,5.239999771118164,5.059999942779541,5.090000152587891,5.090000152587891,93145800
2020-05-01,5.019999980926514,5.050000190734863,4.900000095367432,4.920000076293945,4.920000076293945,82660100
2020-05-04,4.880000114440918,4.96999979019165,4.769999980926514,4.860000133514404,4.860000133514404,84214700
2020-05-05,4.989999771118164,5.090000152587891,4.940000057220459,4.96999979019165,4.96999979019165,96301300
2020-05-06,5.050000190734863,5.090000152587891,4.820000171661377,4.869999885559082,4.869999885559082,89390400
2020-05-07,4.900000095367432,4.980000019073486,4.849999904632568,4.869999885559082,4.869999885559082,67222900
2020-05-08,4.960000038146973,5.25,4.949999809265137,5.239999771118164,5.239999771118164,101333800
2020-05-11,5.179999828338623,5.190000057220459,5.050000190734863,5.119999885559082,5.119999885559082,75734000
2020-05-12,5.150000095367432,5.21999979019165,4.96999979019165,4.980000019073486,4.980000019073486,70965200
2020-05-13,5.0,5.010000228881836,4.659999847412109,4.71999979019165,4.71999979019165,100192300
2020-05-14,4.639999866485596,4.920000076293945,4.519999980926514,4.889999866485596,4.889999866485596,108061100
2020-05-15,4.800000190734863,4.940000057220459,4.75,4.900000095367432,4.900000095367432,80544700
2020-05-18,5.119999885559082,5.329999923706055,5.119999885559082,5.309999942779541,5.309999942779541,136241400
2020-05-19,5.269999980926514,5.449999809265137,5.150000095367432,5.300000190734863,5.300000190734863,94836300
2020-05-20,5.380000114440918,5.539999961853027,5.369999885559082,5.489999771118164,5.489999771118164,87685400
2020-05-21,5.449999809265137,5.690000057220459,5.440000057220459,5.630000114440918,5.630000114440918,87098200
2020-05-22,5.679999828338623,5.730000019073486,5.5,5.650000095367432,5.650000095367432,76656500
2020-05-26,5.920000076293945,5.989999771118164,5.820000171661377,5.840000152587891,5.840000152587891,86046300
2020-05-27,6.010000228881836,6.090000152587891,5.840000152587891,6.03000020980835,6.03000020980835,110413900
2020-05-28,6.050000190734863,6.070000171661377,5.809999942779541,5.849999904632568,5.849999904632568,76930200
2020-05-29,5.75,5.800000190734863,5.570000171661377,5.710000038146973,5.710000038146973,93039200
2020-06-01,5.730000019073486,5.880000114440918,5.670000076293945,5.869999885559082,5.869999885559082,61879700
2020-06-02,5.960000038146973,6.0,5.829999923706055,5.900000095367432,5.900000095367432,80046000
2020-06-03,5.989999771118164,6.269999980926514,5.920000076293945,6.190000057220459,6.190000057220459,98876600
2020-06-04,6.199999809265137,6.579999923706055,6.119999885559082,6.570000171661377,6.570000171661377,115798600
2020-06-05,7.239999771118164,7.5,7.019999980926514,7.340000152587891,7.340000152587891,208648200
2020-06-08,7.53000020980835,7.739999771118164,7.369999885559082,7.53000020980835,7.53000020980835,113169300
2020-06-09,7.21999979019165,7.440000057220459,7.050000190734863,7.239999771118164,7.239999771118164,115749600
2020-06-10,7.329999923706055,7.340000152587891,6.769999980926514,6.809999942779541,6.809999942779541,147327100
2020-06-11,6.070000171661377,6.460000038146973,6.039999961853027,6.130000114440918,6.130000114440918,116184700
2020-06-12,6.559999942779541,6.630000114440918,6.300000190734863,6.460000038146973,6.460000038146973,88719000
2020-06-15,6.179999828338623,6.579999923706055,6.110000133514404,6.5,6.5,104742600
2020-06-16,6.869999885559082,6.869999885559082,6.440000057220459,6.550000190734863,6.550000190734863,109535200
2020-06-17,6.559999942779541,6.559999942779541,6.309999942779541,6.329999923706055,6.329999923706055,67732200
2020-06-18,6.260000228881836,6.449999809265137,6.190000057220459,6.329999923706055,6.329999923706055,61301800
